Year,ScopeID,Sector,SubSector1,SubSector2,Emissions,LGA,Planning_Region,Metro_or_Regional,LGA_CODE18
2017,1,Stationary Energy (excluding Electricity Generation),,,9464.8,Narrandera,Riverina Murray,Regional,15800
2017,1,Stationary Energy (excluding Electricity Generation),,,44695.9,Narromine,Central West and Orana,Regional,15850
2017,1,Stationary Energy (excluding Electricity Generation),,,449735.4,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2017,1,Stationary Energy (excluding Electricity Generation),,,47855.6,North Sydney,Eastern Harbour City,Six Cities,15950
2017,1,Stationary Energy (excluding Electricity Generation),,,117044.9,Northern Beaches,Eastern Harbour City,Six Cities,15990
2017,1,Stationary Energy (excluding Electricity Generation),,,45436.4,Oberon,Central West and Orana,Regional,16100
2017,1,Stationary Energy (excluding Electricity Generation),,,81577.4,Orange,Central West and Orana,Regional,16150
2017,1,Stationary Energy (excluding Electricity Generation),,,56387.9,Parkes,Central West and Orana,Regional,16200
2017,1,Stationary Energy (excluding Electricity Generation),,,129591.6,Parramatta,Central River City,Six Cities,16260
2017,1,Stationary Energy (excluding Electricity Generation),,,140634.2,Penrith,Western Parkland City,Six Cities,16350
2017,1,Stationary Energy (excluding Electricity Generation),,,36896.2,Port Macquarie-Hastings,North Coast,Regional,16380
2017,1,Stationary Energy (excluding Electricity Generation),,,125965.7,Port Stephens,Lower Hunter and Greater Newcastle City,Six Cities,16400
2017,1,Stationary Energy (excluding Electricity Generation),,,16868.4,Queanbeyan-Palerang Regional,South East and Tablelands,Regional,16490
2017,1,Stationary Energy (excluding Electricity Generation),,,78612.5,Randwick,Eastern Harbour City,Six Cities,16550
2017,1,Stationary Energy (excluding Electricity Generation),,,19293.5,Richmond Valley,North Coast,Regional,16610
2017,1,Stationary Energy (excluding Electricity Generation),,,64071,Ryde,Eastern Harbour City,Six Cities,16700
2017,1,Stationary Energy (excluding Electricity Generation),,,35839.9,Shellharbour,Illawarra-Shoalhaven City,Six Cities,16900
2017,1,Stationary Energy (excluding Electricity Generation),,,293777.4,Shoalhaven,Illawarra-Shoalhaven City,Six Cities,16950
2017,1,Stationary Energy (excluding Electricity Generation),,,1509919,Singleton,Upper Hunter,Regional,17000
2017,1,Stationary Energy (excluding Electricity Generation),,,30389.9,Snowy Monaro Regional,South East and Tablelands,Regional,17040
2017,1,Stationary Energy (excluding Electricity Generation),,,120094.9,Snowy Valleys,Riverina Murray,Regional,17080
2017,1,Stationary Energy (excluding Electricity Generation),,,29380.6,Strathfield,Eastern Harbour City,Six Cities,17100
2017,1,Stationary Energy (excluding Electricity Generation),,,63281.2,Sutherland Shire,Central River City,Six Cities,17150
2017,1,Stationary Energy (excluding Electricity Generation),,,295782.5,Sydney,Eastern Harbour City,Six Cities,17200
2017,1,Stationary Energy (excluding Electricity Generation),,,116592.6,Tamworth Regional,New England North West,Regional,17310
2017,1,Stationary Energy (excluding Electricity Generation),,,14046.3,Temora,Riverina Murray,Regional,17350
2017,1,Stationary Energy (excluding Electricity Generation),,,15955.3,Tenterfield,New England North West,Regional,17400
2017,1,Stationary Energy (excluding Electricity Generation),,,61328.9,The Hills Shire,Central River City,Six Cities,17420
2017,1,Stationary Energy (excluding Electricity Generation),,,23824.8,Tweed,North Coast,Regional,17550
2017,1,Stationary Energy (excluding Electricity Generation),,,3216.8,Unincorporated NSW,Far West,Regional,19399
2017,1,Stationary Energy (excluding Electricity Generation),,,25284.5,Upper Hunter Shire,Upper Hunter,Regional,17620
2017,1,Stationary Energy (excluding Electricity Generation),,,1971.2,Upper Lachlan Shire,South East and Tablelands,Regional,17640
2017,1,Stationary Energy (excluding Electricity Generation),,,1148.5,Uralla,New England North West,Regional,17650
2017,1,Stationary Energy (excluding Electricity Generation),,,69385.4,Wagga Wagga,Riverina Murray,Regional,17750
2017,1,Stationary Energy (excluding Electricity Generation),,,10004,Walcha,New England North West,Regional,17850
2017,1,Stationary Energy (excluding Electricity Generation),,,40022.2,Walgett,Far West,Regional,17900
2017,1,Stationary Energy (excluding Electricity Generation),,,61471.8,Warren,Central West and Orana,Regional,17950
2017,1,Stationary Energy (excluding Electricity Generation),,,62882.9,Warrumbungle Shire,Central West and Orana,Regional,18020
2017,1,Stationary Energy (excluding Electricity Generation),,,34230,Waverley,Eastern Harbour City,Six Cities,18050
2017,1,Stationary Energy (excluding Electricity Generation),,,30109.7,Weddin,Central West and Orana,Regional,18100
2017,1,Stationary Energy (excluding Electricity Generation),,,59713.5,Wentworth,Far West,Regional,18200
2017,1,Stationary Energy (excluding Electricity Generation),,,68122.1,Willoughby,Eastern Harbour City,Six Cities,18250
2017,1,Stationary Energy (excluding Electricity Generation),,,501758.2,Wingecarribee,South East and Tablelands,Regional,18350
2017,1,Stationary Energy (excluding Electricity Generation),,,24891.4,Wollondilly,Western Parkland City,Six Cities,18400
2017,1,Stationary Energy (excluding Electricity Generation),,,1670488.4,Wollongong,Illawarra-Shoalhaven City,Six Cities,18450
2017,1,Stationary Energy (excluding Electricity Generation),,,35313.5,Woollahra,Eastern Harbour City,Six Cities,18500
2017,1,Stationary Energy (excluding Electricity Generation),,,20478.9,Yass Valley,South East and Tablelands,Regional,18710
2018,1,Stationary Energy (excluding Electricity Generation),,,69280.5,Albury,Riverina Murray,Regional,10050
2018,1,Stationary Energy (excluding Electricity Generation),,,34675.2,Armidale Regional,New England North West,Regional,10130
2018,1,Stationary Energy (excluding Electricity Generation),,,11876.5,Ballina,North Coast,Regional,10250
2018,1,Stationary Energy (excluding Electricity Generation),,,2825.8,Balranald,Far West,Regional,10300
2018,1,Stationary Energy (excluding Electricity Generation),,,55162.1,Bathurst Regional,Central West and Orana,Regional,10470
2018,1,Stationary Energy (excluding Electricity Generation),,,711423.3,Bayside,Eastern Harbour City,Six Cities,10500
2018,1,Stationary Energy (excluding Electricity Generation),,,44917,Bega Valley,South East and Tablelands,Regional,10550
2018,1,Stationary Energy (excluding Electricity Generation),,,8232.7,Bellingen,North Coast,Regional,10600
2018,1,Stationary Energy (excluding Electricity Generation),,,17568.1,Berrigan,Riverina Murray,Regional,10650
2018,1,Stationary Energy (excluding Electricity Generation),,,220152.6,Blacktown,Central River City,Six Cities,10750
2018,1,Stationary Energy (excluding Electricity Generation),,,140239.4,Bland,Riverina Murray,Regional,10800
2018,1,Stationary Energy (excluding Electricity Generation),,,23308.7,Blayney,Central West and Orana,Regional,10850
2018,1,Stationary Energy (excluding Electricity Generation),,,51432.4,Blue Mountains,Western Parkland City,Six Cities,10900
2018,1,Stationary Energy (excluding Electricity Generation),,,49783.4,Bogan,Central West and Orana,Regional,10950
2018,1,Stationary Energy (excluding Electricity Generation),,,3988.5,Bourke,Far West,Regional,11150
2018,1,Stationary Energy (excluding Electricity Generation),,,11350.2,Brewarrina,Far West,Regional,11200
2018,1,Stationary Energy (excluding Electricity Generation),,,23400.5,Broken Hill,Far West,Regional,11250
2018,1,Stationary Energy (excluding Electricity Generation),,,19830.9,Burwood,Eastern Harbour City,Six Cities,11300
2018,1,Stationary Energy (excluding Electricity Generation),,,9956.7,Byron,North Coast,Regional,11350
2018,1,Stationary Energy (excluding Electricity Generation),,,18437,Cabonne,Central West and Orana,Regional,11400
2018,1,Stationary Energy (excluding Electricity Generation),,,72078.4,Camden,Western Parkland City,Six Cities,11450
2018,1,Stationary Energy (excluding Electricity Generation),,,87390.2,Campbelltown,Western Parkland City,Six Cities,11500
