Year,ScopeID,Sector,SubSector1,SubSector2,Emissions_tonnes_CO2-e,LGA,Planning_Region,Metro_or_Regional,LGA_CODE18
2018,2,Electricity Consumption - Scope 2,Residential,,43679,Richmond Valley,North Coast,Regional,16610
2018,2,Electricity Consumption - Scope 2,Residential,,207208,Ryde,Eastern Harbour City,Six Cities,16700
2018,2,Electricity Consumption - Scope 2,Residential,,115920,Shellharbour,Illawarra-Shoalhaven City,Six Cities,16900
2018,2,Electricity Consumption - Scope 2,Residential,,232576,Shoalhaven,Illawarra-Shoalhaven City,Six Cities,16950
2018,2,Electricity Consumption - Scope 2,Residential,,66127,Singleton,Upper Hunter,Regional,17000
2018,2,Electricity Consumption - Scope 2,Residential,,65041,Snowy Monaro Regional,South East and Tablelands,Regional,17040
2018,2,Electricity Consumption - Scope 2,Residential,,37904,Snowy Valleys,Riverina Murray,Regional,17080
2018,2,Electricity Consumption - Scope 2,Residential,,66427,Strathfield,Eastern Harbour City,Six Cities,17100
2018,2,Electricity Consumption - Scope 2,Residential,,494423,Sutherland Shire,Central River City,Six Cities,17150
2018,2,Electricity Consumption - Scope 2,Residential,,332888,Sydney,Eastern Harbour City,Six Cities,17200
2018,2,Electricity Consumption - Scope 2,Residential,,157979,Tamworth Regional,New England North West,Regional,17310
2018,2,Electricity Consumption - Scope 2,Residential,,15732,Temora,Riverina Murray,Regional,17350
2018,2,Electricity Consumption - Scope 2,Residential,,11715,Tenterfield,New England North West,Regional,17400
2018,2,Electricity Consumption - Scope 2,Residential,,358810,The Hills Shire,Central River City,Six Cities,17420
2018,2,Electricity Consumption - Scope 2,Residential,,161634,Tweed,North Coast,Regional,17550
2018,2,Electricity Consumption - Scope 2,Residential,,3422,Unincorporated NSW,Far West,Regional,19399
2018,2,Electricity Consumption - Scope 2,Residential,,41597,Upper Hunter Shire,Upper Hunter,Regional,17620
2018,2,Electricity Consumption - Scope 2,Residential,,20803,Upper Lachlan Shire,South East and Tablelands,Regional,17640
2018,2,Electricity Consumption - Scope 2,Residential,,13454,Uralla,New England North West,Regional,17650
2018,2,Electricity Consumption - Scope 2,Residential,,130311,Wagga Wagga,Riverina Murray,Regional,17750
2018,2,Electricity Consumption - Scope 2,Residential,,8177,Walcha,New England North West,Regional,17850
2018,2,Electricity Consumption - Scope 2,Residential,,18106,Walgett,Far West,Regional,17900
2018,2,Electricity Consumption - Scope 2,Residential,,11329,Warren,Central West and Orana,Regional,17950
2018,2,Electricity Consumption - Scope 2,Residential,,25042,Warrumbungle Shire,Central West and Orana,Regional,18020
2018,2,Electricity Consumption - Scope 2,Residential,,132180,Waverley,Eastern Harbour City,Six Cities,18050
2018,2,Electricity Consumption - Scope 2,Residential,,10317,Weddin,Central West and Orana,Regional,18100
2018,2,Electricity Consumption - Scope 2,Residential,,25407,Wentworth,Far West,Regional,18200
2018,2,Electricity Consumption - Scope 2,Residential,,136407,Willoughby,Eastern Harbour City,Six Cities,18250
2018,2,Electricity Consumption - Scope 2,Residential,,116643,Wingecarribee,South East and Tablelands,Regional,18350
2018,2,Electricity Consumption - Scope 2,Residential,,121617,Wollondilly,Western Parkland City,Six Cities,18400
2018,2,Electricity Consumption - Scope 2,Residential,,358775,Wollongong,Illawarra-Shoalhaven City,Six Cities,18450
2018,2,Electricity Consumption - Scope 2,Residential,,155389,Woollahra,Eastern Harbour City,Six Cities,18500
2018,2,Electricity Consumption - Scope 2,Residential,,44095,Yass Valley,South East and Tablelands,Regional,18710
2017,2,Electricity Consumption - Scope 2,Residential,,99282,Albury,Riverina Murray,Regional,10050
2017,2,Electricity Consumption - Scope 2,Residential,,69086,Armidale Regional,New England North West,Regional,10130
2017,2,Electricity Consumption - Scope 2,Residential,,79730,Ballina,North Coast,Regional,10250
2017,2,Electricity Consumption - Scope 2,Residential,,10246,Balranald,Far West,Regional,10300
2017,2,Electricity Consumption - Scope 2,Residential,,90563,Bathurst Regional,Central West and Orana,Regional,10470
2017,2,Electricity Consumption - Scope 2,Residential,,246407,Bayside,Eastern Harbour City,Six Cities,10500
2017,2,Electricity Consumption - Scope 2,Residential,,80965,Bega Valley,South East and Tablelands,Regional,10550
2017,2,Electricity Consumption - Scope 2,Residential,,26538,Bellingen,North Coast,Regional,10600
2017,2,Electricity Consumption - Scope 2,Residential,,25860,Berrigan,Riverina Murray,Regional,10650
2017,2,Electricity Consumption - Scope 2,Residential,,598646,Blacktown,Central River City,Six Cities,10750
2017,2,Electricity Consumption - Scope 2,Residential,,17060,Bland,Riverina Murray,Regional,10800
2017,2,Electricity Consumption - Scope 2,Residential,,18827,Blayney,Central West and Orana,Regional,10850
2017,2,Electricity Consumption - Scope 2,Residential,,168507,Blue Mountains,Western Parkland City,Six Cities,10900
2017,2,Electricity Consumption - Scope 2,Residential,,10847,Bogan,Central West and Orana,Regional,10950
2017,2,Electricity Consumption - Scope 2,Residential,,10705,Bourke,Far West,Regional,11150
2017,2,Electricity Consumption - Scope 2,Residential,,6459,Brewarrina,Far West,Regional,11200
2017,2,Electricity Consumption - Scope 2,Residential,,48734,Broken Hill,Far West,Regional,11250
2017,2,Electricity Consumption - Scope 2,Residential,,55568,Burwood,Eastern Harbour City,Six Cities,11300
2017,2,Electricity Consumption - Scope 2,Residential,,69941,Byron,North Coast,Regional,11350
2017,2,Electricity Consumption - Scope 2,Residential,,41398,Cabonne,Central West and Orana,Regional,11400
2017,2,Electricity Consumption - Scope 2,Residential,,162631,Camden,Western Parkland City,Six Cities,11450
2017,2,Electricity Consumption - Scope 2,Residential,,301549,Campbelltown,Western Parkland City,Six Cities,11500
2017,2,Electricity Consumption - Scope 2,Residential,,155614,Canada Bay,Eastern Harbour City,Six Cities,11520
2017,2,Electricity Consumption - Scope 2,Residential,,593040,Canterbury-Bankstown,Central River City,Six Cities,11570
2017,2,Electricity Consumption - Scope 2,Residential,,10953,Carrathool,Riverina Murray,Regional,11600
2017,2,Electricity Consumption - Scope 2,Residential,,760737,Central Coast,Central Coast City,Six Cities,11650
2017,2,Electricity Consumption - Scope 2,Residential,,7538,Central Darling,Far West,Regional,11700
2017,2,Electricity Consumption - Scope 2,Residential,,135905,Cessnock,Lower Hunter and Greater Newcastle City,Six Cities,11720
2017,2,Electricity Consumption - Scope 2,Residential,,102213,Clarence Valley,North Coast,Regional,11730
2017,2,Electricity Consumption - Scope 2,Residential,,15271,Cobar,Far West,Regional,11750
2017,2,Electricity Consumption - Scope 2,Residential,,141472,Coffs Harbour,North Coast,Regional,11800
2017,2,Electricity Consumption - Scope 2,Residential,,11053,Coolamon,Riverina Murray,Regional,12000
2017,2,Electricity Consumption - Scope 2,Residential,,15573,Coonamble,Central West and Orana,Regional,12150
2017,2,Electricity Consumption - Scope 2,Residential,,27324,Cootamundra-Gundagai Regional,Riverina Murray,Regional,12160
2017,2,Electricity Consumption - Scope 2,Residential,,34766,Cowra,Central West and Orana,Regional,12350
2017,2,Electricity Consumption - Scope 2,Residential,,326150,Cumberland,Central River City,Six Cities,12380
2017,2,Electricity Consumption - Scope 2,Residential,,138085,Dubbo Regional,Central West and Orana,Regional,12390
2017,2,Electricity Consumption - Scope 2,Residential,,25181,Dungog,Upper Hunter,Regional,12700
2017,2,Electricity Consumption - Scope 2,Residential,,32114,Edward River,Riverina Murray,Regional,12730
2017,2,Electricity Consumption - Scope 2,Residential,,90372,Eurobodalla,South East and Tablelands,Regional,12750
2017,2,Electricity Consumption - Scope 2,Residential,,348668,Fairfield,Western Parkland City,Six Cities,12850
2017,2,Electricity Consumption - Scope 2,Residential,,33439,Federation,Riverina Murray,Regional,12870
2017,2,Electricity Consumption - Scope 2,Residential,,27958,Forbes,Central West and Orana,Regional,12900
2017,2,Electricity Consumption - Scope 2,Residential,,258641,Georges River,Central River City,Six Cities,12930
2017,2,Electricity Consumption - Scope 2,Residential,,14557,Gilgandra,Central West and Orana,Regional,12950
2017,2,Electricity Consumption - Scope 2,Residential,,19083,Glen Innes Severn,New England North West,Regional,13010
2017,2,Electricity Consumption - Scope 2,Residential,,61876,Goulburn Mulwaree,South East and Tablelands,Regional,13310
2017,2,Electricity Consumption - Scope 2,Residential,,28403,Greater Hume Shire,Riverina Murray,Regional,13340
2017,2,Electricity Consumption - Scope 2,Residential,,78269,Griffith,Riverina Murray,Regional,13450
2017,2,Electricity Consumption - Scope 2,Residential,,36274,Gunnedah,New England North West,Regional,13550
2017,2,Electricity Consumption - Scope 2,Residential,,16526,Gwydir,New England North West,Regional,13660
2017,2,Electricity Consumption - Scope 2,Residential,,169025,Hawkesbury,Western Parkland City,Six Cities,13800
2017,2,Electricity Consumption - Scope 2,Residential,,11476,Hay,Riverina Murray,Regional,13850
2017,2,Electricity Consumption - Scope 2,Residential,,52489,Hilltops,South East and Tablelands,Regional,13910
2017,2,Electricity Consumption - Scope 2,Residential,,337317,Hornsby,Eastern Harbour City,Six Cities,14000
2017,2,Electricity Consumption - Scope 2,Residential,,37169,Hunters Hill,Eastern Harbour City,Six Cities,14100
2017,2,Electricity Consumption - Scope 2,Residential,,298110,Inner West,Eastern Harbour City,Six Cities,14170
2017,2,Electricity Consumption - Scope 2,Residential,,41223,Inverell,New England North West,Regional,14200
2017,2,Electricity Consumption - Scope 2,Residential,,12845,Junee,Riverina Murray,Regional,14300
2017,2,Electricity Consumption - Scope 2,Residential,,58932,Kempsey,North Coast,Regional,14350
2017,2,Electricity Consumption - Scope 2,Residential,,45195,Kiama,Illawarra-Shoalhaven City,Six Cities,14400
2017,2,Electricity Consumption - Scope 2,Residential,,303963,Ku-Ring-Gai,Eastern Harbour City,Six Cities,14500
2017,2,Electricity Consumption - Scope 2,Residential,,19365,Kyogle,North Coast,Regional,14550
2017,2,Electricity Consumption - Scope 2,Residential,,22054,Lachlan,Central West and Orana,Regional,14600
2017,2,Electricity Consumption - Scope 2,Residential,,445679,Lake Macquarie,Lower Hunter and Greater Newcastle City,Six Cities,14650
2017,2,Electricity Consumption - Scope 2,Residential,,75921,Lane Cove,Eastern Harbour City,Six Cities,14700
2017,2,Electricity Consumption - Scope 2,Residential,,34427,Leeton,Riverina Murray,Regional,14750
2017,2,Electricity Consumption - Scope 2,Residential,,80491,Lismore,North Coast,Regional,14850
2017,2,Electricity Consumption - Scope 2,Residential,,41998,Lithgow,Central West and Orana,Regional,14870
2017,2,Electricity Consumption - Scope 2,Residential,,358908,Liverpool,Western Parkland City,Six Cities,14900
2017,2,Electricity Consumption - Scope 2,Residential,,23833,Liverpool Plains,New England North West,Regional,14920
2017,2,Electricity Consumption - Scope 2,Residential,,9654,Lockhart,Riverina Murray,Regional,14950
2017,2,Electricity Consumption - Scope 2,Residential,,174973,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2017,2,Electricity Consumption - Scope 2,Residential,,208883,Mid-Coast,Upper Hunter,Regional,15240
2017,2,Electricity Consumption - Scope 2,Residential,,64777,Mid-Western Regional,Central West and Orana,Regional,15270
2017,2,Electricity Consumption - Scope 2,Residential,,47039,Moree Plains,New England North West,Regional,15300
2017,2,Electricity Consumption - Scope 2,Residential,,77090,Mosman,Eastern Harbour City,Six Cities,15350
2017,2,Electricity Consumption - Scope 2,Residential,,37636,Murray River,Riverina Murray,Regional,15520
2017,2,Electricity Consumption - Scope 2,Residential,,14453,Murrumbidgee,Riverina Murray,Regional,15560
2017,2,Electricity Consumption - Scope 2,Residential,,47603,Muswellbrook,Upper Hunter,Regional,15650
2017,2,Electricity Consumption - Scope 2,Residential,,37205,Nambucca,North Coast,Regional,15700
2017,2,Electricity Consumption - Scope 2,Residential,,42812,Narrabri,New England North West,Regional,15750
2017,2,Electricity Consumption - Scope 2,Residential,,16890,Narrandera,Riverina Murray,Regional,15800
2017,2,Electricity Consumption - Scope 2,Residential,,21448,Narromine,Central West and Orana,Regional,15850
2017,2,Electricity Consumption - Scope 2,Residential,,302369,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2017,2,Electricity Consumption - Scope 2,Residential,,138922,North Sydney,Eastern Harbour City,Six Cities,15950
2017,2,Electricity Consumption - Scope 2,Residential,,517153,Northern Beaches,Eastern Harbour City,Six Cities,15990
2017,2,Electricity Consumption - Scope 2,Residential,,14185,Oberon,Central West and Orana,Regional,16100
2017,2,Electricity Consumption - Scope 2,Residential,,95768,Orange,Central West and Orana,Regional,16150
2017,2,Electricity Consumption - Scope 2,Residential,,39539,Parkes,Central West and Orana,Regional,16200
2017,2,Electricity Consumption - Scope 2,Residential,,380296,Parramatta,Central River City,Six Cities,16260
2017,2,Electricity Consumption - Scope 2,Residential,,445855,Penrith,Western Parkland City,Six Cities,16350
2017,2,Electricity Consumption - Scope 2,Residential,,162598,Port Macquarie-Hastings,North Coast,Regional,16380
2017,2,Electricity Consumption - Scope 2,Residential,,177438,Port Stephens,Lower Hunter and Greater Newcastle City,Six Cities,16400
2017,2,Electricity Consumption - Scope 2,Residential,,130504,Queanbeyan-Palerang Regional,South East and Tablelands,Regional,16490
2017,2,Electricity Consumption - Scope 2,Residential,,240692,Randwick,Eastern Harbour City,Six Cities,16550
2017,2,Electricity Consumption - Scope 2,Residential,,45595,Richmond Valley,North Coast,Regional,16610
2017,2,Electricity Consumption - Scope 2,Residential,,214928,Ryde,Eastern Harbour City,Six Cities,16700
2017,2,Electricity Consumption - Scope 2,Residential,,110551,Shellharbour,Illawarra-Shoalhaven City,Six Cities,16900
2017,2,Electricity Consumption - Scope 2,Residential,,225244,Shoalhaven,Illawarra-Shoalhaven City,Six Cities,16950
2017,2,Electricity Consumption - Scope 2,Residential,,69388,Singleton,Upper Hunter,Regional,17000
2017,2,Electricity Consumption - Scope 2,Residential,,66077,Snowy Monaro Regional,South East and Tablelands,Regional,17040
2017,2,Electricity Consumption - Scope 2,Residential,,39595,Snowy Valleys,Riverina Murray,Regional,17080
2017,2,Electricity Consumption - Scope 2,Residential,,67546,Strathfield,Eastern Harbour City,Six Cities,17100
2017,2,Electricity Consumption - Scope 2,Residential,,516598,Sutherland Shire,Central River City,Six Cities,17150
2017,2,Electricity Consumption - Scope 2,Residential,,340528,Sydney,Eastern Harbour City,Six Cities,17200
2017,2,Electricity Consumption - Scope 2,Residential,,161738,Tamworth Regional,New England North West,Regional,17310
2017,2,Electricity Consumption - Scope 2,Residential,,16599,Temora,Riverina Murray,Regional,17350
2017,2,Electricity Consumption - Scope 2,Residential,,11904,Tenterfield,New England North West,Regional,17400
2017,2,Electricity Consumption - Scope 2,Residential,,356417,The Hills Shire,Central River City,Six Cities,17420
2017,2,Electricity Consumption - Scope 2,Residential,,167071,Tweed,North Coast,Regional,17550
2017,2,Electricity Consumption - Scope 2,Residential,,3306,Unincorporated NSW,Far West,Regional,19399
2017,2,Electricity Consumption - Scope 2,Residential,,42702,Upper Hunter Shire,Upper Hunter,Regional,17620
2017,2,Electricity Consumption - Scope 2,Residential,,21477,Upper Lachlan Shire,South East and Tablelands,Regional,17640
2017,2,Electricity Consumption - Scope 2,Residential,,14145,Uralla,New England North West,Regional,17650
2017,2,Electricity Consumption - Scope 2,Residential,,133727,Wagga Wagga,Riverina Murray,Regional,17750
2017,2,Electricity Consumption - Scope 2,Residential,,8552,Walcha,New England North West,Regional,17850
