Year,ScopeID,Sector,SubSector1,SubSector2,Emissions,LGA,Planning_Region,Metro_or_Regional,LGA_CODE18
2017,1,Waste,Waste Water,Industrial, -   ,Ballina,North Coast,Regional,10250
2017,1,Waste,Waste Water,Industrial, -   ,Balranald,Far West,Regional,10300
2017,1,Waste,Waste Water,Industrial, 59 ,Bathurst Regional,Central West and Orana,Regional,10470
2017,1,Waste,Waste Water,Industrial," 16,042 ",Bayside,Eastern Harbour City,Six Cities,10500
2017,1,Waste,Waste Water,Industrial," 10,832 ",Bega Valley,South East and Tablelands,Regional,10550
2017,1,Waste,Waste Water,Industrial, -   ,Bellingen,North Coast,Regional,10600
2017,1,Waste,Waste Water,Industrial, -   ,Berrigan,Riverina Murray,Regional,10650
2017,1,Waste,Waste Water,Industrial," 9,732 ",Blacktown,Central River City,Six Cities,10750
2017,1,Waste,Waste Water,Industrial, -   ,Bland,Riverina Murray,Regional,10800
2017,1,Waste,Waste Water,Industrial, -   ,Blayney,Central West and Orana,Regional,10850
2017,1,Waste,Waste Water,Industrial, -   ,Blue Mountains,Western Parkland City,Six Cities,10900
2017,1,Waste,Waste Water,Industrial, -   ,Bogan,Central West and Orana,Regional,10950
2017,1,Waste,Waste Water,Industrial, -   ,Bourke,Far West,Regional,11150
2017,1,Waste,Waste Water,Industrial, -   ,Brewarrina,Far West,Regional,11200
2017,1,Waste,Waste Water,Industrial, -   ,Broken Hill,Far West,Regional,11250
2017,1,Waste,Waste Water,Industrial, -   ,Burwood,Eastern Harbour City,Six Cities,11300
2017,1,Waste,Waste Water,Industrial, -   ,Byron,North Coast,Regional,11350
2017,1,Waste,Waste Water,Industrial, -   ,Cabonne,Central West and Orana,Regional,11400
2017,1,Waste,Waste Water,Industrial, -   ,Camden,Western Parkland City,Six Cities,11450
2017,1,Waste,Waste Water,Industrial," 13,550 ",Campbelltown,Western Parkland City,Six Cities,11500
2017,1,Waste,Waste Water,Industrial, -   ,Canada Bay,Eastern Harbour City,Six Cities,11520
2017,1,Waste,Waste Water,Industrial," 11,631 ",Canterbury-Bankstown,Central River City,Six Cities,11570
2017,1,Waste,Waste Water,Industrial, -   ,Carrathool,Riverina Murray,Regional,11600
2017,1,Waste,Waste Water,Industrial," 6,295 ",Central Coast,Central Coast City,Six Cities,11650
2017,1,Waste,Waste Water,Industrial, -   ,Central Darling,Far West,Regional,11700
2017,1,Waste,Waste Water,Industrial," 1,682 ",Cessnock,Lower Hunter and Greater Newcastle City,Six Cities,11720
2017,1,Waste,Waste Water,Industrial," 1,520 ",Clarence Valley,North Coast,Regional,11730
2017,1,Waste,Waste Water,Industrial, -   ,Cobar,Far West,Regional,11750
2017,1,Waste,Waste Water,Industrial, -   ,Coffs Harbour,North Coast,Regional,11800
2017,1,Waste,Waste Water,Industrial, -   ,Coolamon,Riverina Murray,Regional,12000
2017,1,Waste,Waste Water,Industrial, -   ,Coonamble,Central West and Orana,Regional,12150
2017,1,Waste,Waste Water,Industrial, -   ,Cootamundra-Gundagai Regional,Riverina Murray,Regional,12160
2017,1,Waste,Waste Water,Industrial, -   ,Cowra,Central West and Orana,Regional,12350
2017,1,Waste,Waste Water,Industrial," 27,601 ",Cumberland,Central River City,Six Cities,12380
2017,1,Waste,Waste Water,Industrial," 14,802 ",Dubbo Regional,Central West and Orana,Regional,12390
2017,1,Waste,Waste Water,Industrial, -   ,Dungog,Upper Hunter,Regional,12700
2017,1,Waste,Waste Water,Industrial, -   ,Edward River,Riverina Murray,Regional,12730
2017,1,Waste,Waste Water,Industrial, -   ,Eurobodalla,South East and Tablelands,Regional,12750
2017,1,Waste,Waste Water,Industrial," 10,477 ",Fairfield,Western Parkland City,Six Cities,12850
2017,1,Waste,Waste Water,Industrial," 20,652 ",Federation,Riverina Murray,Regional,12870
2017,1,Waste,Waste Water,Industrial, -   ,Forbes,Central West and Orana,Regional,12900
2017,1,Waste,Waste Water,Industrial, -   ,Georges River,Central River City,Six Cities,12930
2017,1,Waste,Waste Water,Industrial, -   ,Gilgandra,Central West and Orana,Regional,12950
