Year,ScopeID,Sector,SubSector1,SubSector2,Emissions,LGA,Planning_Region,Metro_or_Regional,LGA_CODE18
2018,2,Electricity Consumption - Scope 2,Business,,216427.2,Bland,Riverina Murray,Regional,10800
2018,2,Electricity Consumption - Scope 2,Business,,741799.5,Blayney,Central West and Orana,Regional,10850
2018,2,Electricity Consumption - Scope 2,Business,,111262.9,Blue Mountains,Western Parkland City,Six Cities,10900
2018,2,Electricity Consumption - Scope 2,Business,,77901,Bogan,Central West and Orana,Regional,10950
2018,2,Electricity Consumption - Scope 2,Business,,12968.4,Bourke,Far West,Regional,11150
2018,2,Electricity Consumption - Scope 2,Business,,5476.1,Brewarrina,Far West,Regional,11200
2018,2,Electricity Consumption - Scope 2,Business,,211338.6,Broken Hill,Far West,Regional,11250
2018,2,Electricity Consumption - Scope 2,Business,,130024.7,Burwood,Eastern Harbour City,Six Cities,11300
2018,2,Electricity Consumption - Scope 2,Business,,62388.9,Byron,North Coast,Regional,11350
2018,2,Electricity Consumption - Scope 2,Business,,71108.5,Cabonne,Central West and Orana,Regional,11400
2018,2,Electricity Consumption - Scope 2,Business,,196621.1,Camden,Western Parkland City,Six Cities,11450
2018,2,Electricity Consumption - Scope 2,Business,,562482.3,Campbelltown,Western Parkland City,Six Cities,11500
2018,2,Electricity Consumption - Scope 2,Business,,184295.6,Canada Bay,Eastern Harbour City,Six Cities,11520
2018,2,Electricity Consumption - Scope 2,Business,,785626.5,Canterbury-Bankstown,Central River City,Six Cities,11570
2018,2,Electricity Consumption - Scope 2,Business,,48544.9,Carrathool,Riverina Murray,Regional,11600
2018,2,Electricity Consumption - Scope 2,Business,,839639.8,Central Coast,Central Coast City,Six Cities,11650
2018,2,Electricity Consumption - Scope 2,Business,,8004.2,Central Darling,Far West,Regional,11700
2018,2,Electricity Consumption - Scope 2,Business,,162284.7,Cessnock,Lower Hunter and Greater Newcastle City,Six Cities,11720
2018,2,Electricity Consumption - Scope 2,Business,,87777.9,Clarence Valley,North Coast,Regional,11730
2018,2,Electricity Consumption - Scope 2,Business,,204262.5,Cobar,Far West,Regional,11750
2018,2,Electricity Consumption - Scope 2,Business,,144683,Coffs Harbour,North Coast,Regional,11800
2018,2,Electricity Consumption - Scope 2,Business,,4089.4,Coolamon,Riverina Murray,Regional,12000
2018,2,Electricity Consumption - Scope 2,Business,,7183,Coonamble,Central West and Orana,Regional,12150
2018,2,Electricity Consumption - Scope 2,Business,,25511.1,Cootamundra-Gundagai Regional,Riverina Murray,Regional,12160
2018,2,Electricity Consumption - Scope 2,Business,,34819.6,Cowra,Central West and Orana,Regional,12350
2018,2,Electricity Consumption - Scope 2,Business,,822860.9,Cumberland,Central River City,Six Cities,12380
2018,2,Electricity Consumption - Scope 2,Business,,148661,Dubbo Regional,Central West and Orana,Regional,12390
2018,2,Electricity Consumption - Scope 2,Business,,11088.4,Dungog,Upper Hunter,Regional,12700
2018,2,Electricity Consumption - Scope 2,Business,,44391.7,Edward River,Riverina Murray,Regional,12730
2018,2,Electricity Consumption - Scope 2,Business,,211587.6,Eurobodalla,South East and Tablelands,Regional,12750
2018,2,Electricity Consumption - Scope 2,Business,,626528.5,Fairfield,Western Parkland City,Six Cities,12850
2018,2,Electricity Consumption - Scope 2,Business,,78718.4,Federation,Riverina Murray,Regional,12870
2018,2,Electricity Consumption - Scope 2,Business,,28477,Forbes,Central West and Orana,Regional,12900
2018,2,Electricity Consumption - Scope 2,Business,,233727,Georges River,Central River City,Six Cities,12930
2018,2,Electricity Consumption - Scope 2,Business,,6619.5,Gilgandra,Central West and Orana,Regional,12950
2018,2,Electricity Consumption - Scope 2,Business,,15432.4,Glen Innes Severn,New England North West,Regional,13010
2018,2,Electricity Consumption - Scope 2,Business,,108201.6,Goulburn Mulwaree,South East and Tablelands,Regional,13310
2018,2,Electricity Consumption - Scope 2,Business,,18840.8,Greater Hume Shire,Riverina Murray,Regional,13340
2018,2,Electricity Consumption - Scope 2,Business,,187972.6,Griffith,Riverina Murray,Regional,13450
2018,2,Electricity Consumption - Scope 2,Business,,46499.8,Gunnedah,New England North West,Regional,13550
